StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
10902,female,group C,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10
10904,female,group D,some high school,standard,none,married,sometimes,yes,1.0,private,> 10
10906,male,group C,some college,standard,completed,married,sometimes,yes,0.0,school_bus,< 5
10908,female,group E,associate's degree,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10
10909,female,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,0.0,private,5 - 10
10911,female,group D,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10
10913,female,group C,associate's degree,free/reduced,none,married,regularly,no,6.0,school_bus,5 - 10
10914,female,group B,some high school,standard,none,married,sometimes,yes,0.0,private,< 5
10915,male,group B,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
10917,male,group E,master's degree,standard,none,married,regularly,yes,1.0,school_bus,< 5
10919,male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,7.0,private,5 - 10
10920,male,group D,some college,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10
10921,female,group A,bachelor's degree,standard,none,married,regularly,no,3.0,private,5 - 10
10923,male,group B,some college,standard,completed,single,sometimes,no,2.0,private,< 5
10924,male,group A,some college,free/reduced,none,married,regularly,yes,1.0,private,> 10
10927,female,group B,some high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10
10928,female,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10
10929,female,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10
10930,female,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10
10931,male,group A,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10
10932,female,group B,some high school,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10
10933,male,group D,high school,standard,none,single,sometimes,no,1.0,school_bus,< 5
10934,female,group B,some high school,standard,none,married,sometimes,yes,4.0,school_bus,> 10
10935,female,group B,high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5
10936,female,group C,some high school,standard,none,married,never,yes,2.0,school_bus,< 5
10937,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10
10938,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10
10940,female,group D,some high school,standard,none,married,never,yes,3.0,school_bus,< 5
10941,female,group C,some college,standard,none,single,regularly,no,3.0,school_bus,> 10
10944,male,group A,master's degree,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10
10945,male,group B,high school,standard,none,married,sometimes,no,1.0,private,5 - 10
10946,male,group E,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5
10947,male,group D,bachelor's degree,standard,completed,married,regularly,no,1.0,private,5 - 10
10949,female,group B,associate's degree,standard,none,single,regularly,yes,0.0,private,> 10
10950,female,group B,associate's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10
10951,female,group D,some college,standard,none,divorced,never,yes,0.0,school_bus,5 - 10
10953,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5
10954,female,group B,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10
10955,male,group A,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10
10957,female,group D,some high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10
10958,male,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,> 10
10959,female,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10
10961,female,group B,high school,free/reduced,none,divorced,regularly,yes,0.0,private,< 5
10962,female,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5
10965,female,group D,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10
10966,male,group C,some high school,standard,none,married,regularly,yes,4.0,school_bus,> 10
10967,male,group C,bachelor's degree,standard,none,married,sometimes,no,2.0,private,> 10
10969,female,group B,some high school,standard,none,married,sometimes,no,1.0,school_bus,< 5
10970,male,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10
10972,male,group B,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10
10973,female,group E,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10
10976,male,group C,high school,standard,none,married,sometimes,no,1.0,private,< 5
10977,female,group D,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10
10980,male,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10
10981,male,group C,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,> 10
10982,female,group B,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10
10983,female,group D,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5
10985,female,group B,high school,standard,none,divorced,sometimes,yes,0.0,private,< 5
10988,female,group B,some college,standard,none,married,sometimes,yes,4.0,school_bus,< 5
10989,female,group D,associate's degree,standard,completed,married,sometimes,yes,1.0,private,< 5
10990,male,group C,associate's degree,standard,completed,married,regularly,no,4.0,school_bus,5 - 10
10991,female,group C,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10
10992,male,group D,high school,standard,none,married,regularly,yes,2.0,private,5 - 10
10993,male,group C,master's degree,standard,completed,married,sometimes,yes,3.0,private,< 5
10994,male,group D,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10
10995,female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10
10996,male,group D,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10
10997,female,group B,high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10
11000,female,group D,some high school,standard,completed,married,regularly,yes,3.0,school_bus,> 10
11001,female,group C,high school,standard,none,widowed,never,yes,3.0,private,5 - 10
11002,male,group D,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10
11003,male,group E,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5
11004,male,group E,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10
11005,male,group C,some college,standard,none,divorced,sometimes,yes,2.0,private,> 10
11006,male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10
11007,female,group C,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,> 10
11008,female,group C,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10
11009,male,group B,master's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5
11010,female,group E,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,< 5
11011,female,group C,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10
11012,male,group B,associate's degree,free/reduced,none,married,regularly,no,2.0,private,5 - 10
11013,male,group B,some high school,standard,none,divorced,sometimes,yes,0.0,private,< 5
11014,male,group D,master's degree,standard,completed,single,sometimes,yes,0.0,school_bus,< 5
11015,male,group C,some high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10
11016,female,group D,high school,standard,completed,widowed,sometimes,yes,4.0,school_bus,5 - 10
11017,female,group C,master's degree,standard,completed,married,regularly,yes,2.0,school_bus,< 5
11019,male,group B,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10
11021,male,group D,some college,standard,completed,married,regularly,no,3.0,private,< 5
11022,male,group D,master's degree,standard,none,married,regularly,yes,3.0,private,5 - 10
11023,male,group A,high school,standard,none,married,never,yes,2.0,school_bus,> 10
11025,female,group E,high school,standard,none,married,never,yes,4.0,private,5 - 10
11026,male,group E,some high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10
11027,male,group D,some college,standard,none,married,regularly,yes,0.0,private,5 - 10
11028,male,group D,bachelor's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5
11029,male,group C,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
11030,male,group D,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10
11033,male,group B,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,< 5
11034,female,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,< 5
11036,male,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
11039,female,group B,high school,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10
11040,female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10
11044,female,group B,high school,standard,completed,single,sometimes,no,1.0,school_bus,< 5
11045,male,group C,high school,standard,completed,single,never,yes,1.0,school_bus,5 - 10
11050,male,group C,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10
11053,female,group D,master's degree,standard,completed,divorced,never,yes,2.0,private,< 5
11055,male,group E,associate's degree,standard,none,single,regularly,no,2.0,school_bus,< 5
11057,female,group B,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
11058,male,group C,high school,standard,none,married,regularly,yes,2.0,private,5 - 10
11059,male,group C,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10
11061,female,group C,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10
11062,male,group E,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10
11064,female,group B,some high school,free/reduced,completed,single,regularly,yes,4.0,school_bus,> 10
11065,female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10
11067,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,2.0,private,5 - 10
11068,male,group B,associate's degree,standard,completed,single,sometimes,yes,4.0,school_bus,5 - 10
11073,male,group B,some college,standard,none,divorced,sometimes,no,3.0,private,5 - 10
11074,female,group D,high school,standard,none,single,sometimes,no,3.0,private,5 - 10
11076,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10
11079,male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10
11080,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5
11082,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,6.0,school_bus,5 - 10
11083,male,group E,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,< 5
11085,female,group C,some college,standard,completed,single,regularly,yes,1.0,school_bus,< 5
11086,female,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,5 - 10
11088,male,group C,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,> 10
11089,male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5
11090,male,group B,some high school,standard,completed,widowed,sometimes,yes,2.0,school_bus,5 - 10
11091,male,group B,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10
11092,male,group D,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,< 5
11093,male,group E,associate's degree,standard,none,married,never,yes,2.0,school_bus,< 5
11099,male,group D,some college,free/reduced,completed,married,regularly,yes,3.0,private,< 5
11101,male,group D,some high school,standard,none,single,regularly,yes,1.0,private,5 - 10
11106,female,group A,bachelor's degree,standard,none,single,regularly,no,3.0,private,5 - 10
11108,male,group E,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5
11109,male,group C,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10
11110,female,group C,associate's degree,free/reduced,completed,married,never,yes,3.0,private,5 - 10
11111,male,group A,associate's degree,standard,completed,single,sometimes,no,4.0,private,5 - 10
11112,male,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10
11113,female,group D,associate's degree,standard,none,divorced,regularly,no,3.0,school_bus,< 5
11116,male,group C,master's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5
11118,male,group D,some college,standard,none,married,regularly,no,2.0,private,< 5
11120,female,group B,some college,standard,completed,married,regularly,no,3.0,school_bus,5 - 10
11122,male,group B,some college,standard,none,single,regularly,yes,2.0,private,> 10
11123,male,group B,associate's degree,free/reduced,none,married,never,yes,2.0,private,5 - 10
11124,male,group C,bachelor's degree,free/reduced,none,single,never,no,4.0,school_bus,< 5
11125,female,group B,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5
11126,female,group C,some college,free/reduced,none,married,regularly,yes,2.0,private,> 10
11127,female,group C,some high school,free/reduced,none,single,sometimes,yes,2.0,private,< 5
11128,male,group C,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10
11131,male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,3.0,private,> 10
11134,female,group C,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10
11136,male,group B,high school,standard,completed,married,regularly,yes,1.0,private,5 - 10
11137,male,group C,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10
11138,female,group C,master's degree,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,5 - 10
11141,female,group E,bachelor's degree,standard,none,married,regularly,no,2.0,school_bus,> 10
11142,male,group C,high school,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10
11144,female,group B,some high school,standard,none,single,regularly,no,3.0,school_bus,5 - 10
11145,female,group C,some college,free/reduced,none,married,sometimes,yes,2.0,private,< 5
11146,female,group C,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10
11147,female,group E,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5
11149,male,group E,some college,standard,none,single,regularly,yes,0.0,school_bus,< 5
11150,male,group A,some high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10
11151,female,group C,high school,standard,none,married,regularly,yes,0.0,private,5 - 10
11153,male,group C,high school,standard,none,single,sometimes,no,2.0,school_bus,< 5
11154,female,group C,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,< 5
11157,female,group B,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10
11159,male,group C,high school,standard,none,divorced,sometimes,no,4.0,school_bus,5 - 10
11160,female,group B,bachelor's degree,standard,completed,divorced,regularly,no,3.0,school_bus,5 - 10
11163,female,group E,some high school,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10
11166,female,group C,some high school,standard,completed,married,regularly,no,1.0,school_bus,< 5
11167,male,group D,some high school,free/reduced,none,married,sometimes,yes,7.0,private,5 - 10
11168,female,group D,bachelor's degree,standard,completed,divorced,regularly,yes,4.0,school_bus,< 5
11169,female,group B,high school,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10
11170,male,group B,associate's degree,free/reduced,none,single,regularly,yes,0.0,school_bus,< 5
11171,male,group C,some college,standard,completed,married,sometimes,yes,0.0,private,> 10
11172,female,group E,some high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10
11174,male,group D,some college,standard,none,single,never,yes,0.0,private,5 - 10
11177,male,group D,some high school,free/reduced,completed,married,regularly,no,2.0,private,< 5
11178,female,group C,bachelor's degree,free/reduced,completed,divorced,regularly,no,1.0,private,5 - 10
11179,male,group A,associate's degree,standard,none,married,sometimes,yes,1.0,private,> 10
11182,female,group D,some high school,standard,completed,divorced,sometimes,no,2.0,private,> 10
11184,male,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,2.0,private,> 10
11185,male,group E,bachelor's degree,standard,completed,married,never,yes,3.0,private,5 - 10
11186,female,group B,associate's degree,standard,completed,divorced,never,yes,3.0,private,5 - 10
11187,female,group B,some high school,standard,completed,single,regularly,yes,1.0,private,5 - 10
11188,male,group C,master's degree,standard,none,divorced,regularly,no,3.0,private,5 - 10
11189,female,group C,some high school,standard,none,divorced,sometimes,no,3.0,private,5 - 10
11191,female,group D,some college,free/reduced,none,single,sometimes,no,5.0,school_bus,5 - 10
11193,female,group E,associate's degree,free/reduced,none,single,regularly,yes,4.0,private,5 - 10
11194,female,group A,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10
11195,female,group C,some high school,free/reduced,none,married,regularly,yes,3.0,private,< 5
11196,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,> 10
11197,male,group C,some high school,standard,none,married,regularly,yes,3.0,private,5 - 10
11198,female,group C,some college,free/reduced,none,divorced,regularly,yes,2.0,private,5 - 10
11199,female,group C,associate's degree,standard,none,married,sometimes,no,5.0,private,5 - 10
11200,female,group D,some college,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10
11202,male,group B,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10
11203,female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,private,5 - 10
11204,female,group D,high school,standard,none,single,sometimes,no,2.0,school_bus,> 10
11205,male,group D,high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5
11206,female,group B,bachelor's degree,standard,none,divorced,never,no,7.0,school_bus,5 - 10
11208,female,group B,some college,standard,completed,divorced,never,yes,3.0,private,5 - 10
11210,female,group B,some college,free/reduced,none,single,never,no,2.0,school_bus,5 - 10
11212,female,group B,some high school,free/reduced,none,divorced,never,no,2.0,private,< 5
11214,female,group C,high school,standard,none,divorced,regularly,yes,4.0,school_bus,5 - 10
11216,male,group D,high school,free/reduced,none,divorced,never,no,1.0,private,5 - 10
11218,female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,2.0,private,5 - 10
11220,female,group B,bachelor's degree,standard,completed,married,regularly,no,1.0,private,5 - 10
11222,female,group D,bachelor's degree,standard,completed,single,regularly,no,1.0,private,< 5
11223,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10
11226,male,group D,high school,standard,none,divorced,never,yes,3.0,school_bus,< 5
11228,female,group C,high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10
11229,female,group C,some high school,standard,none,married,regularly,no,3.0,private,> 10
11230,female,group D,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,< 5
11231,male,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10
11232,male,group C,associate's degree,standard,none,divorced,sometimes,no,2.0,school_bus,< 5
11233,male,group C,associate's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10
11235,male,group D,some high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,> 10
11237,female,group A,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10
11239,female,group C,some college,standard,none,single,regularly,yes,1.0,school_bus,< 5
11240,male,group C,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10
11241,female,group C,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10
11242,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10
11243,female,group C,bachelor's degree,standard,none,widowed,regularly,yes,2.0,school_bus,< 5
11244,male,group B,high school,standard,completed,single,sometimes,yes,1.0,private,< 5
11245,female,group B,associate's degree,free/reduced,completed,divorced,never,yes,2.0,private,5 - 10
11247,male,group D,high school,standard,none,married,sometimes,no,3.0,private,5 - 10
11248,female,group A,associate's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,> 10
11252,female,group C,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10
11253,female,group C,master's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10
11254,male,group D,some college,standard,none,single,sometimes,yes,0.0,private,> 10
11255,male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10
11256,female,group E,some college,standard,none,married,sometimes,no,2.0,private,< 5
11259,female,group B,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10
11261,female,group C,some college,standard,completed,married,sometimes,no,3.0,private,5 - 10
11262,female,group E,some high school,standard,none,divorced,regularly,yes,3.0,private,5 - 10
11263,male,group B,some high school,standard,completed,divorced,sometimes,yes,5.0,private,5 - 10
11264,female,group E,master's degree,free/reduced,completed,divorced,sometimes,no,3.0,school_bus,5 - 10
11265,male,group A,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10
11266,male,group C,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10
11269,male,group D,master's degree,standard,none,single,regularly,yes,2.0,private,< 5
11270,male,group E,associate's degree,free/reduced,completed,married,regularly,no,3.0,private,5 - 10
11271,female,group C,associate's degree,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10
11273,female,group A,some high school,standard,none,married,sometimes,no,2.0,private,< 5
11274,male,group E,master's degree,standard,none,divorced,regularly,yes,2.0,private,5 - 10
11275,male,group D,bachelor's degree,standard,none,married,sometimes,no,6.0,school_bus,5 - 10
11276,female,group D,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10
11277,female,group C,associate's degree,standard,none,single,sometimes,yes,3.0,private,< 5
11279,male,group B,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10
11280,female,group B,some high school,standard,none,married,regularly,yes,5.0,school_bus,5 - 10
11282,male,group C,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5
11284,female,group A,high school,free/reduced,completed,married,sometimes,no,7.0,private,> 10
11285,male,group D,high school,standard,none,married,regularly,no,3.0,private,> 10
11286,female,group C,some high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10
11287,female,group E,high school,standard,none,divorced,regularly,no,5.0,school_bus,< 5
11288,female,group D,associate's degree,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10
11291,female,group C,some high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10
11293,male,group D,some high school,standard,completed,married,regularly,no,5.0,private,5 - 10
11294,female,group E,some college,free/reduced,completed,married,regularly,yes,4.0,school_bus,< 5
11299,female,group D,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10
11301,male,group B,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10
11302,male,group A,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10
11303,male,group D,master's degree,free/reduced,completed,married,regularly,no,4.0,private,> 10
11304,female,group E,high school,standard,none,single,sometimes,yes,2.0,school_bus,> 10
11305,female,group D,high school,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10
11306,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,5 - 10
11308,female,group D,some high school,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10
11310,male,group B,bachelor's degree,standard,none,married,regularly,no,3.0,private,> 10
11313,male,group C,some college,standard,none,married,regularly,yes,1.0,school_bus,> 10
11314,male,group D,high school,standard,none,divorced,sometimes,no,5.0,school_bus,< 5
11315,female,group D,high school,standard,none,divorced,sometimes,yes,1.0,private,5 - 10
11316,female,group E,high school,standard,none,single,never,no,4.0,school_bus,5 - 10
11317,female,group E,high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5
11318,female,group D,some college,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10
11319,male,group D,associate's degree,standard,none,single,sometimes,yes,1.0,private,> 10
11320,female,group C,associate's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10
11322,male,group E,master's degree,standard,completed,married,never,yes,0.0,school_bus,< 5
11323,female,group B,some college,standard,none,single,regularly,no,3.0,school_bus,< 5
11324,male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,< 5
11328,male,group B,some high school,standard,none,married,regularly,yes,1.0,school_bus,< 5
11329,male,group C,associate's degree,standard,none,divorced,sometimes,no,3.0,private,< 5
11330,female,group A,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10
11331,female,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10
11332,male,group D,high school,standard,completed,married,sometimes,no,4.0,private,5 - 10
11333,female,group C,associate's degree,standard,completed,single,regularly,no,3.0,school_bus,5 - 10
11334,male,group C,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10
11337,female,group D,high school,free/reduced,completed,married,sometimes,no,4.0,school_bus,5 - 10
11339,male,group C,associate's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10
11340,male,group C,master's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10
11341,female,group D,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10
11342,female,group D,high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10
11344,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,5 - 10
11345,male,group D,some high school,standard,none,single,never,yes,2.0,school_bus,5 - 10
11346,male,group E,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10
11348,male,group C,some college,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10
11349,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10
11350,female,group E,high school,standard,completed,married,never,no,2.0,private,5 - 10
11351,male,group C,high school,standard,none,divorced,regularly,yes,0.0,private,5 - 10
11352,female,group D,associate's degree,standard,none,married,sometimes,yes,0.0,private,> 10
11353,female,group D,some high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10
11354,male,group B,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10
11355,male,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10
11356,male,group E,some college,free/reduced,none,married,regularly,no,3.0,private,5 - 10
11358,male,group C,some college,standard,completed,married,regularly,no,7.0,private,> 10
11359,male,group D,some college,standard,none,married,sometimes,no,2.0,school_bus,< 5
11360,female,group E,some college,standard,completed,divorced,regularly,yes,3.0,school_bus,> 10
11361,female,group D,some high school,standard,none,single,sometimes,yes,0.0,private,5 - 10
11362,female,group D,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10
11363,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10
11364,male,group C,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5
11366,female,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5
11369,female,group C,bachelor's degree,standard,completed,married,never,no,3.0,school_bus,5 - 10
11370,female,group A,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10
11371,male,group C,high school,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10
11372,female,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10
11373,female,group D,some high school,free/reduced,none,married,sometimes,no,3.0,private,> 10
11374,female,group C,associate's degree,standard,none,single,sometimes,yes,3.0,private,> 10
11375,male,group C,some college,standard,none,married,regularly,yes,0.0,school_bus,< 5
11376,male,group B,associate's degree,standard,completed,married,regularly,yes,1.0,private,5 - 10
11377,male,group C,some college,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10
11379,male,group B,master's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5
11382,male,group B,associate's degree,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10
11383,male,group D,associate's degree,standard,completed,single,never,no,1.0,private,5 - 10
11385,male,group E,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10
11389,male,group D,high school,free/reduced,none,married,sometimes,yes,2.0,private,> 10
11390,male,group D,bachelor's degree,standard,none,married,never,no,2.0,private,< 5
11392,male,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10
11394,female,group C,some college,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10
11396,female,group A,some college,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10
11397,female,group C,associate's degree,standard,none,divorced,regularly,yes,7.0,private,> 10
11400,male,group C,some college,standard,none,married,sometimes,yes,0.0,private,5 - 10
11402,male,group D,some college,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10
11403,male,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10
11404,female,group E,some college,standard,none,single,regularly,yes,4.0,school_bus,< 5
11405,male,group C,some college,standard,none,divorced,regularly,yes,3.0,private,< 5
11406,female,group D,some high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10
11407,female,group C,some college,standard,completed,widowed,never,yes,3.0,private,< 5
11410,male,group B,high school,standard,none,married,regularly,no,2.0,school_bus,< 5
